Property_Type,Price,Sale_Date,Old_New,Town_City,source_file,Sale_Year,Type_Description,type_label,city_label,Market_Segment,unscaled_price,scaled_features,final_features
T,274995.0,2013-02-28,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[274995.0],[0.04177105485250798],"[0.04177105485250798,0.0]"
T,865000.0,2013-08-05,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[865000.0],[0.6431089711556196],"[0.6431089711556196,0.0]"
F,185000.0,2013-06-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[185000.0],[-0.049952584400885666],"[-0.049952584400885666,0.0]"
F,430000.0,2013-12-05,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[430000.0],[0.19975341723344342],"[0.19975341723344342,0.0]"
F,227450.0,2013-04-08,N,BROMLEY,uk_property_full.csv,2013,,3.0,108.0,Standard,[227450.0],[-0.006687197587100896],"[-0.006687197587100896,108.0]"
F,265000.0,2013-10-03,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[265000.0],[0.0315840691939973],"[0.0315840691939973,0.0]"
D,1122000.0,2013-09-09,N,ORPINGTON,uk_property_full.csv,2013,Detached,2.0,151.0,Premium,[1122000.0],[0.9050454708291811],"[0.9050454708291811,151.0]"
T,680000.0,2013-05-31,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[680000.0],[0.4545554597174527],"[0.4545554597174527,0.0]"
S,371000.0,2013-10-23,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[371000.0],[0.13962013520721722],"[0.13962013520721722,0.0]"
T,150000.0,2013-06-12,N,ERITH,uk_property_full.csv,2013,Terraced,0.0,419.0,Standard,[150000.0],[-0.08562487034864696],"[-0.08562487034864696,419.0]"
F,111000.0,2013-07-29,N,HAYES,uk_property_full.csv,2013,,3.0,214.0,Budget,[111000.0],[-0.1253739889761524],"[-0.1253739889761524,214.0]"
F,225000.0,2013-11-01,N,RUISLIP,uk_property_full.csv,2013,,3.0,288.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,288.0]"
D,400000.0,2013-03-08,N,KINGSTON UPON THAMES,uk_property_full.csv,2013,Detached,2.0,227.0,Standard,[400000.0],[0.1691771721353623],"[0.1691771721353623,227.0]"
T,491000.0,2013-08-30,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[491000.0],[0.2619251155995417],"[0.2619251155995417,0.0]"
T,149999.0,2013-02-26,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Budget,[149999.0],[-0.08562588955681691],"[-0.08562588955681691,0.0]"
F,195000.0,2013-12-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[195000.0],[-0.0397605027015253],"[-0.0397605027015253,0.0]"
F,295000.0,2013-07-12,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[295000.0],[0.062160314292078404],"[0.062160314292078404,0.0]"
T,955000.0,2013-10-29,N,RICHMOND,uk_property_full.csv,2013,Terraced,0.0,185.0,Premium,[955000.0],[0.7348377064498629],"[0.7348377064498629,185.0]"
F,650000.0,2013-12-19,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[650000.0],[0.4239792146193716],"[0.4239792146193716,0.0]"
F,670000.0,2013-12-19,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[670000.0],[0.44436337801809234],"[0.44436337801809234,0.0]"
F,580000.0,2013-06-14,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[580000.0],[0.352634642723849],"[0.352634642723849,0.0]"
T,685000.0,2013-04-12,Y,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[685000.0],[0.4596515005671329],"[0.4596515005671329,0.0]"
S,562000.0,2013-01-11,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[562000.0],[0.3342888956650003],"[0.3342888956650003,0.0]"
S,375000.0,2013-07-31,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[375000.0],[0.14369696788696137],"[0.14369696788696137,0.0]"
F,450000.0,2013-03-07,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[450000.0],[0.22013758063216415],"[0.22013758063216415,0.0]"
F,167000.0,2013-08-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[167000.0],[-0.06829833145973434],"[-0.06829833145973434,0.0]"
F,385000.0,2013-02-15,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[385000.0],[0.15388904958632174],"[0.15388904958632174,0.0]"
F,749400.0,2013-09-05,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[749400.0],[0.5252885067110137],"[0.5252885067110137,0.0]"
F,400000.0,2013-10-31,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[400000.0],[0.1691771721353623],"[0.1691771721353623,0.0]"
T,647475.0,2013-11-15,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[647475.0],[0.4214057139902831],"[0.4214057139902831,0.0]"
T,214000.0,2013-07-30,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[214000.0],[-0.020395547472740593],"[-0.020395547472740593,0.0]"
F,179000.0,2013-02-15,N,BECKENHAM,uk_property_full.csv,2013,,3.0,230.0,Standard,[179000.0],[-0.056067833420501895],"[-0.056067833420501895,230.0]"
F,613000.0,2013-11-01,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[613000.0],[0.3862685123317382],"[0.3862685123317382,0.0]"
S,405000.0,2013-07-01,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[405000.0],[0.17427321298504247],"[0.17427321298504247,0.0]"
F,670000.0,2013-01-11,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[670000.0],[0.44436337801809234],"[0.44436337801809234,0.0]"
T,550000.0,2013-02-14,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[550000.0],[0.3220583976257679],"[0.3220583976257679,0.0]"
F,715000.0,2013-12-10,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[715000.0],[0.490227745665214],"[0.490227745665214,0.0]"
S,220000.0,2013-11-20,N,ERITH,uk_property_full.csv,2013,Semi-Detached,1.0,419.0,Standard,[220000.0],[-0.014280298453124372],"[-0.014280298453124372,419.0]"
F,190000.0,2013-05-22,N,ORPINGTON,uk_property_full.csv,2013,,3.0,151.0,Standard,[190000.0],[-0.04485654355120548],"[-0.04485654355120548,151.0]"
F,229000.0,2013-09-27,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[229000.0],[-0.0051074249237000385],"[-0.0051074249237000385,0.0]"
T,435000.0,2013-03-15,N,HAMPTON,uk_property_full.csv,2013,Terraced,0.0,545.0,Standard,[435000.0],[0.2048494580831236],"[0.2048494580831236,545.0]"
F,277000.0,2013-03-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[277000.0],[0.04381456723322974],"[0.04381456723322974,0.0]"
T,227000.0,2013-09-24,N,ENFIELD,uk_property_full.csv,2013,Terraced,0.0,88.0,Standard,[227000.0],[-0.007145841263572113],"[-0.007145841263572113,88.0]"
S,205000.0,2013-08-16,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[205000.0],[-0.02956842100216493],"[-0.02956842100216493,0.0]"
T,295000.0,2013-01-11,N,CHISLEHURST,uk_property_full.csv,2013,Terraced,0.0,617.0,Standard,[295000.0],[0.062160314292078404],"[0.062160314292078404,617.0]"
F,633000.0,2013-09-20,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[633000.0],[0.406652675730459],"[0.406652675730459,0.0]"
D,712000.0,2013-09-04,N,LONDON,uk_property_full.csv,2013,Detached,2.0,0.0,Premium,[712000.0],[0.48717012115540587],"[0.48717012115540587,0.0]"
F,147000.0,2013-04-26,N,CROYDON,uk_property_full.csv,2013,,3.0,75.0,Budget,[147000.0],[-0.08868249485845507],"[-0.08868249485845507,75.0]"
F,320000.0,2013-12-20,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[320000.0],[0.08764051854047933],"[0.08764051854047933,0.0]"
S,387500.0,2013-12-06,N,ORPINGTON,uk_property_full.csv,2013,Semi-Detached,1.0,151.0,Standard,[387500.0],[0.15643707001116183],"[0.15643707001116183,151.0]"
F,249995.0,2013-02-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[249995.0],[0.01629085060410706],"[0.01629085060410706,0.0]"
S,385000.0,2013-03-20,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[385000.0],[0.15388904958632174],"[0.15388904958632174,0.0]"
F,309950.0,2013-05-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[309950.0],[0.07739747643262217],"[0.07739747643262217,0.0]"
T,250000.0,2013-07-19,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,0.0]"
T,226000.0,2013-07-04,N,ILFORD,uk_property_full.csv,2013,Terraced,0.0,81.0,Standard,[226000.0],[-0.00816504943350815],"[-0.00816504943350815,81.0]"
F,227000.0,2013-07-30,N,KINGSTON UPON THAMES,uk_property_full.csv,2013,,3.0,227.0,Standard,[227000.0],[-0.007145841263572113],"[-0.007145841263572113,227.0]"
T,740000.0,2013-07-17,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[740000.0],[0.5157079499136149],"[0.5157079499136149,0.0]"
T,335000.0,2013-11-08,N,RUISLIP,uk_property_full.csv,2013,Terraced,0.0,288.0,Standard,[335000.0],[0.10292864108951989],"[0.10292864108951989,288.0]"
F,490000.0,2013-10-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[490000.0],[0.2609059074296056],"[0.2609059074296056,0.0]"
F,100000.0,2013-10-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Budget,[100000.0],[-0.13658527884544883],"[-0.13658527884544883,0.0]"
D,490000.0,2013-06-13,N,HORNCHURCH,uk_property_full.csv,2013,Detached,2.0,221.0,Premium,[490000.0],[0.2609059074296056],"[0.2609059074296056,221.0]"
F,320000.0,2013-03-22,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[320000.0],[0.08764051854047933],"[0.08764051854047933,0.0]"
F,240000.0,2013-07-15,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[240000.0],[0.006103864945596369],"[0.006103864945596369,0.0]"
F,995000.0,2013-06-05,Y,TEDDINGTON,uk_property_full.csv,2013,,3.0,451.0,Premium,[995000.0],[0.7756060332473044],"[0.7756060332473044,451.0]"
T,420000.0,2013-05-10,N,HARROW,uk_property_full.csv,2013,Terraced,0.0,94.0,Standard,[420000.0],[0.18956133553408305],"[0.18956133553408305,94.0]"
T,630000.0,2013-08-09,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[630000.0],[0.40359505122065087],"[0.40359505122065087,0.0]"
F,240000.0,2013-09-24,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[240000.0],[0.006103864945596369],"[0.006103864945596369,0.0]"
F,560000.0,2013-05-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[560000.0],[0.33225047932512825],"[0.33225047932512825,0.0]"
F,184950.0,2013-08-23,N,BROMLEY,uk_property_full.csv,2013,,3.0,108.0,Standard,[184950.0],[-0.050003544809382475],"[-0.050003544809382475,108.0]"
F,920000.0,2013-02-15,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[920000.0],[0.6991654205021016],"[0.6991654205021016,0.0]"
S,250000.0,2013-09-04,N,HAYES,uk_property_full.csv,2013,Semi-Detached,1.0,214.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,214.0]"
S,495000.0,2013-11-15,N,NEW MALDEN,uk_property_full.csv,2013,Semi-Detached,1.0,415.0,Premium,[495000.0],[0.2660019482792858],"[0.2660019482792858,415.0]"
S,170000.0,2013-09-13,N,SOUTHALL,uk_property_full.csv,2013,Semi-Detached,1.0,439.0,Standard,[170000.0],[-0.06524070694992623],"[-0.06524070694992623,439.0]"
T,1000000.0,2013-07-09,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[1000000.0],[0.7807020740969846],"[0.7807020740969846,0.0]"
F,290000.0,2013-04-11,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[290000.0],[0.05706427344239822],"[0.05706427344239822,0.0]"
S,338000.0,2013-09-16,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[338000.0],[0.105986265599328],"[0.105986265599328,0.0]"
F,200000.0,2013-08-22,N,HAYES,uk_property_full.csv,2013,,3.0,214.0,Standard,[200000.0],[-0.034664461851845116],"[-0.034664461851845116,214.0]"
F,1855000.0,2013-05-14,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[1855000.0],[1.652125059392296],"[1.652125059392296,0.0]"
F,250000.0,2013-11-22,Y,SURBITON,uk_property_full.csv,2013,,3.0,223.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,223.0]"
F,145000.0,2013-09-16,N,HARROW,uk_property_full.csv,2013,,3.0,94.0,Budget,[145000.0],[-0.09072091119832715],"[-0.09072091119832715,94.0]"
F,264500.0,2013-10-18,N,HARROW,uk_property_full.csv,2013,,3.0,94.0,Standard,[264500.0],[0.031074465109029278],"[0.031074465109029278,94.0]"
T,250000.0,2013-04-08,N,SIDCUP,uk_property_full.csv,2013,Terraced,0.0,262.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,262.0]"
F,625000.0,2013-05-14,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[625000.0],[0.3984990103709707],"[0.3984990103709707,0.0]"
D,3650000.0,2013-03-19,N,BARNET,uk_property_full.csv,2013,Detached,2.0,219.0,Premium,[3650000.0],[3.4816037244274827],"[3.4816037244274827,219.0]"
F,850000.0,2013-05-10,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[850000.0],[0.627820848606579],"[0.627820848606579,0.0]"
D,415000.0,2013-05-16,N,CROYDON,uk_property_full.csv,2013,Detached,2.0,75.0,Standard,[415000.0],[0.18446529468440284],"[0.18446529468440284,75.0]"
F,435000.0,2013-11-12,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[435000.0],[0.2048494580831236],"[0.2048494580831236,0.0]"
F,650000.0,2013-06-10,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[650000.0],[0.4239792146193716],"[0.4239792146193716,0.0]"
D,1000000.0,2013-07-15,N,CHISLEHURST,uk_property_full.csv,2013,Detached,2.0,617.0,Premium,[1000000.0],[0.7807020740969846],"[0.7807020740969846,617.0]"
F,559950.0,2013-08-16,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[559950.0],[0.33219951891663146],"[0.33219951891663146,0.0]"
F,265000.0,2013-03-15,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[265000.0],[0.0315840691939973],"[0.0315840691939973,0.0]"
T,378000.0,2013-01-25,N,BROMLEY,uk_property_full.csv,2013,Terraced,0.0,108.0,Standard,[378000.0],[0.1467545923967695],"[0.1467545923967695,108.0]"
F,225000.0,2013-11-11,N,CHISLEHURST,uk_property_full.csv,2013,,3.0,617.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,617.0]"
F,239995.0,2013-06-28,Y,BROMLEY,uk_property_full.csv,2013,,3.0,108.0,Standard,[239995.0],[0.006098768904746688],"[0.006098768904746688,108.0]"
T,375000.0,2013-10-30,N,HARROW,uk_property_full.csv,2013,Terraced,0.0,94.0,Standard,[375000.0],[0.14369696788696137],"[0.14369696788696137,94.0]"
S,213000.0,2013-05-31,N,ILFORD,uk_property_full.csv,2013,Semi-Detached,1.0,81.0,Standard,[213000.0],[-0.02141475564267663],"[-0.02141475564267663,81.0]"
T,350000.0,2013-08-12,N,HAMPTON,uk_property_full.csv,2013,Terraced,0.0,545.0,Standard,[350000.0],[0.11821676363856044],"[0.11821676363856044,545.0]"
F,995000.0,2013-09-02,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[995000.0],[0.7756060332473044],"[0.7756060332473044,0.0]"
F,490000.0,2013-07-16,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[490000.0],[0.2609059074296056],"[0.2609059074296056,0.0]"
T,240000.0,2013-12-05,Y,ORPINGTON,uk_property_full.csv,2013,Terraced,0.0,151.0,Standard,[240000.0],[0.006103864945596369],"[0.006103864945596369,151.0]"
T,615000.0,2013-01-23,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[615000.0],[0.3883069286716103],"[0.3883069286716103,0.0]"
T,344995.0,2013-07-11,Y,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[344995.0],[0.11311562674803058],"[0.11311562674803058,0.0]"
T,369995.0,2013-03-27,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[369995.0],[0.1385958309964315],"[0.1385958309964315,0.0]"
F,308250.0,2013-06-21,N,SURBITON,uk_property_full.csv,2013,,3.0,223.0,Standard,[308250.0],[0.0756648225437309],"[0.0756648225437309,223.0]"
F,86250.0,2013-05-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Budget,[86250.0],[-0.15059939118206933],"[-0.15059939118206933,0.0]"
T,250000.0,2013-09-26,N,EDGWARE,uk_property_full.csv,2013,Terraced,0.0,324.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,324.0]"
T,395000.0,2013-11-22,N,ENFIELD,uk_property_full.csv,2013,Terraced,0.0,88.0,Standard,[395000.0],[0.1640811312856821],"[0.1640811312856821,88.0]"
S,435000.0,2013-03-01,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[435000.0],[0.2048494580831236],"[0.2048494580831236,0.0]"
F,375000.0,2013-07-17,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[375000.0],[0.14369696788696137],"[0.14369696788696137,0.0]"
S,445000.0,2013-02-12,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[445000.0],[0.21504153978248397],"[0.21504153978248397,0.0]"
T,163000.0,2013-02-15,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[163000.0],[-0.07237516413947849],"[-0.07237516413947849,0.0]"
S,375000.0,2013-06-07,N,ENFIELD,uk_property_full.csv,2013,Semi-Detached,1.0,88.0,Standard,[375000.0],[0.14369696788696137],"[0.14369696788696137,88.0]"
F,200000.0,2013-09-16,N,RUISLIP,uk_property_full.csv,2013,,3.0,288.0,Standard,[200000.0],[-0.034664461851845116],"[-0.034664461851845116,288.0]"
T,259950.0,2013-10-18,N,HAMPTON,uk_property_full.csv,2013,Terraced,0.0,545.0,Standard,[259950.0],[0.026437067935820308],"[0.026437067935820308,545.0]"
F,150000.0,2013-08-23,Y,DARTFORD,uk_property_full.csv,2013,,3.0,136.0,Standard,[150000.0],[-0.08562487034864696],"[-0.08562487034864696,136.0]"
T,390000.0,2013-08-02,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[390000.0],[0.15898509043600192],"[0.15898509043600192,0.0]"
F,175000.0,2013-05-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[175000.0],[-0.06014466610024604],"[-0.06014466610024604,0.0]"
T,276000.0,2013-05-08,N,ILFORD,uk_property_full.csv,2013,Terraced,0.0,81.0,Standard,[276000.0],[0.0427953590632937],"[0.0427953590632937,81.0]"
F,795000.0,2013-11-22,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[795000.0],[0.5717643992600969],"[0.5717643992600969,0.0]"
F,270000.0,2013-11-21,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[270000.0],[0.03668011004367748],"[0.03668011004367748,0.0]"
F,170000.0,2013-05-17,N,ROMFORD,uk_property_full.csv,2013,,3.0,66.0,Standard,[170000.0],[-0.06524070694992623],"[-0.06524070694992623,66.0]"
S,598000.0,2013-04-26,N,NEW MALDEN,uk_property_full.csv,2013,Semi-Detached,1.0,415.0,Premium,[598000.0],[0.37098038978269765],"[0.37098038978269765,415.0]"
F,225000.0,2013-11-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,0.0]"
F,280000.0,2013-12-17,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[280000.0],[0.046872191743037854],"[0.046872191743037854,0.0]"
F,295000.0,2013-07-19,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[295000.0],[0.062160314292078404],"[0.062160314292078404,0.0]"
F,355000.0,2013-10-18,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[355000.0],[0.12331280448824063],"[0.12331280448824063,0.0]"
T,557500.0,2013-12-10,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[557500.0],[0.32970245890028815],"[0.32970245890028815,0.0]"
F,435000.0,2013-03-15,N,BRENTFORD,uk_property_full.csv,2013,,3.0,595.0,Standard,[435000.0],[0.2048494580831236],"[0.2048494580831236,595.0]"
F,260000.0,2013-09-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[260000.0],[0.02648802834431711],"[0.02648802834431711,0.0]"
F,218000.0,2013-06-20,N,CARSHALTON,uk_property_full.csv,2013,,3.0,383.0,Standard,[218000.0],[-0.016318714792996448],"[-0.016318714792996448,383.0]"
T,225000.0,2013-09-10,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,0.0]"
D,319500.0,2013-01-18,N,CARSHALTON,uk_property_full.csv,2013,Detached,2.0,383.0,Standard,[319500.0],[0.08713091445551131],"[0.08713091445551131,383.0]"
T,285000.0,2013-08-23,N,SUTTON,uk_property_full.csv,2013,Terraced,0.0,127.0,Standard,[285000.0],[0.05196823259271804],"[0.05196823259271804,127.0]"
D,1500000.0,2013-08-02,N,TWICKENHAM,uk_property_full.csv,2013,Detached,2.0,202.0,Premium,[1500000.0],[1.290306159065003],"[1.290306159065003,202.0]"
T,275000.0,2013-10-04,Y,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[275000.0],[0.041776150893357664],"[0.041776150893357664,0.0]"
F,177500.0,2013-09-30,N,HAYES,uk_property_full.csv,2013,,3.0,214.0,Standard,[177500.0],[-0.05759664567540595],"[-0.05759664567540595,214.0]"
T,235000.0,2013-01-28,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[235000.0],[0.0010078240959161835],"[0.0010078240959161835,0.0]"
T,195500.0,2013-08-30,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[195500.0],[-0.039250898616557284],"[-0.039250898616557284,0.0]"
S,420000.0,2013-12-06,N,WEMBLEY,uk_property_full.csv,2013,Semi-Detached,1.0,240.0,Standard,[420000.0],[0.18956133553408305],"[0.18956133553408305,240.0]"
F,182000.0,2013-08-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[182000.0],[-0.05301020891069378],"[-0.05301020891069378,0.0]"
T,250000.0,2013-05-15,N,MORDEN,uk_property_full.csv,2013,Terraced,0.0,487.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,487.0]"
S,250000.0,2013-10-31,N,BELVEDERE,uk_property_full.csv,2013,Semi-Detached,1.0,649.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,649.0]"
F,188100.0,2013-09-05,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[188100.0],[-0.046793039074083956],"[-0.046793039074083956,0.0]"
D,700000.0,2013-08-19,N,BROMLEY,uk_property_full.csv,2013,Detached,2.0,108.0,Premium,[700000.0],[0.47493962311617344],"[0.47493962311617344,108.0]"
F,310000.0,2013-12-18,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[310000.0],[0.07744843684111896],"[0.07744843684111896,0.0]"
F,300000.0,2013-03-22,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[300000.0],[0.0672563551417586],"[0.0672563551417586,0.0]"
F,292000.0,2013-11-18,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[292000.0],[0.0591026897822703],"[0.0591026897822703,0.0]"
