Property_Type,Price,Sale_Date,Old_New,Town_City,source_file,Sale_Year,Type_Description,type_label,city_label,Market_Segment,unscaled_price,scaled_features,final_features
S,181000.0,2013-02-15,N,ROMFORD,uk_property_full.csv,2013,Semi-Detached,1.0,66.0,Standard,[181000.0],[-0.05402941708062982],"[-0.05402941708062982,66.0]"
S,477500.0,2013-09-06,N,ENFIELD,uk_property_full.csv,2013,Semi-Detached,1.0,88.0,Premium,[477500.0],[0.24816580530540516],"[0.24816580530540516,88.0]"
F,706379.0,2013-10-18,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[706379.0],[0.48144115203219545],"[0.48144115203219545,0.0]"
F,225000.0,2013-04-18,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,0.0]"
S,434500.0,2013-08-30,N,BARNET,uk_property_full.csv,2013,Semi-Detached,1.0,219.0,Standard,[434500.0],[0.20433985399815557],"[0.20433985399815557,219.0]"
F,239000.0,2013-04-05,N,TEDDINGTON,uk_property_full.csv,2013,,3.0,451.0,Standard,[239000.0],[0.005084656775660332],"[0.005084656775660332,451.0]"
F,180000.0,2013-12-20,N,HORNCHURCH,uk_property_full.csv,2013,,3.0,221.0,Standard,[180000.0],[-0.05504862525056586],"[-0.05504862525056586,221.0]"
F,245000.0,2013-05-24,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[245000.0],[0.011199905795276554],"[0.011199905795276554,0.0]"
F,285000.0,2013-05-17,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[285000.0],[0.05196823259271804],"[0.05196823259271804,0.0]"
T,305000.0,2013-12-20,N,HORNCHURCH,uk_property_full.csv,2013,Terraced,0.0,221.0,Standard,[305000.0],[0.07235239599143878],"[0.07235239599143878,221.0]"
F,312000.0,2013-06-07,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[312000.0],[0.07948685318099104],"[0.07948685318099104,0.0]"
F,204000.0,2013-07-12,N,ORPINGTON,uk_property_full.csv,2013,,3.0,151.0,Standard,[204000.0],[-0.030587629172100967],"[-0.030587629172100967,151.0]"
T,228000.0,2013-01-11,N,SOUTHALL,uk_property_full.csv,2013,Terraced,0.0,439.0,Standard,[228000.0],[-0.006126633093636076],"[-0.006126633093636076,439.0]"
F,195000.0,2013-04-29,N,BEXLEY,uk_property_full.csv,2013,,3.0,647.0,Standard,[195000.0],[-0.0397605027015253],"[-0.0397605027015253,647.0]"
T,420000.0,2013-01-31,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[420000.0],[0.18956133553408305],"[0.18956133553408305,0.0]"
D,393000.0,2013-07-12,Y,LONDON,uk_property_full.csv,2013,Detached,2.0,0.0,Standard,[393000.0],[0.16204271494581005],"[0.16204271494581005,0.0]"
F,382500.0,2013-05-10,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[382500.0],[0.15134102916148165],"[0.15134102916148165,0.0]"
T,170000.0,2013-09-27,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[170000.0],[-0.06524070694992623],"[-0.06524070694992623,0.0]"
T,250000.0,2013-01-25,Y,BARKING,uk_property_full.csv,2013,Terraced,0.0,346.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,346.0]"
D,485000.0,2013-05-24,N,SUTTON,uk_property_full.csv,2013,Detached,2.0,127.0,Premium,[485000.0],[0.25580986657992544],"[0.25580986657992544,127.0]"
F,695000.0,2013-09-19,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[695000.0],[0.46984358226649325],"[0.46984358226649325,0.0]"
S,250000.0,2013-05-31,N,WORCESTER PARK,uk_property_full.csv,2013,Semi-Detached,1.0,464.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,464.0]"
F,500000.0,2013-09-04,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[500000.0],[0.27109798912896604],"[0.27109798912896604,0.0]"
D,475000.0,2013-03-01,N,ORPINGTON,uk_property_full.csv,2013,Detached,2.0,151.0,Premium,[475000.0],[0.24561778488056507],"[0.24561778488056507,151.0]"
F,320000.0,2013-05-24,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[320000.0],[0.08764051854047933],"[0.08764051854047933,0.0]"
F,630000.0,2013-11-26,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[630000.0],[0.40359505122065087],"[0.40359505122065087,0.0]"
T,305000.0,2013-01-30,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[305000.0],[0.07235239599143878],"[0.07235239599143878,0.0]"
T,315000.0,2013-10-16,N,ENFIELD,uk_property_full.csv,2013,Terraced,0.0,88.0,Standard,[315000.0],[0.08254447769079915],"[0.08254447769079915,88.0]"
F,234950.0,2013-09-18,N,MORDEN,uk_property_full.csv,2013,,3.0,487.0,Standard,[234950.0],[0.0009568636874193817],"[0.0009568636874193817,487.0]"
F,290000.0,2013-09-04,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[290000.0],[0.05706427344239822],"[0.05706427344239822,0.0]"
T,210000.0,2013-04-30,N,ILFORD,uk_property_full.csv,2013,Terraced,0.0,81.0,Standard,[210000.0],[-0.024472380152484742],"[-0.024472380152484742,81.0]"
S,285000.0,2013-11-27,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[285000.0],[0.05196823259271804],"[0.05196823259271804,0.0]"
S,217000.0,2013-10-07,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[217000.0],[-0.017337922962932482],"[-0.017337922962932482,0.0]"
F,310000.0,2013-04-18,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[310000.0],[0.07744843684111896],"[0.07744843684111896,0.0]"
D,950000.0,2013-09-10,N,PINNER,uk_property_full.csv,2013,Detached,2.0,351.0,Premium,[950000.0],[0.7297416656001827],"[0.7297416656001827,351.0]"
S,438000.0,2013-10-17,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[438000.0],[0.2079070825929317],"[0.2079070825929317,0.0]"
T,223000.0,2013-09-24,N,MITCHAM,uk_property_full.csv,2013,Terraced,0.0,311.0,Standard,[223000.0],[-0.011222673943316261],"[-0.011222673943316261,311.0]"
F,605000.0,2013-04-02,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[605000.0],[0.37811484697224995],"[0.37811484697224995,0.0]"
T,854500.0,2013-10-17,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[854500.0],[0.6324072853712912],"[0.6324072853712912,0.0]"
F,375000.0,2013-12-16,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[375000.0],[0.14369696788696137],"[0.14369696788696137,0.0]"
T,345000.0,2013-12-20,Y,HOUNSLOW,uk_property_full.csv,2013,Terraced,0.0,271.0,Standard,[345000.0],[0.11312072278888026],"[0.11312072278888026,271.0]"
F,840000.0,2013-04-02,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[840000.0],[0.6176287669072187],"[0.6176287669072187,0.0]"
F,245000.0,2013-05-29,Y,SIDCUP,uk_property_full.csv,2013,,3.0,262.0,Standard,[245000.0],[0.011199905795276554],"[0.011199905795276554,262.0]"
D,499950.0,2013-07-10,N,CARSHALTON,uk_property_full.csv,2013,Detached,2.0,383.0,Premium,[499950.0],[0.2710470287204692],"[0.2710470287204692,383.0]"
F,286000.0,2013-10-08,N,KINGSTON UPON THAMES,uk_property_full.csv,2013,,3.0,227.0,Standard,[286000.0],[0.052987440762654076],"[0.052987440762654076,227.0]"
F,245000.0,2013-11-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[245000.0],[0.011199905795276554],"[0.011199905795276554,0.0]"
F,408000.0,2013-06-21,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[408000.0],[0.1773308374948506],"[0.1773308374948506,0.0]"
T,250000.0,2013-10-11,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,0.0]"
F,395000.0,2013-12-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[395000.0],[0.1640811312856821],"[0.1640811312856821,0.0]"
S,645000.0,2013-12-13,N,KINGSTON UPON THAMES,uk_property_full.csv,2013,Semi-Detached,1.0,227.0,Premium,[645000.0],[0.4188831737696914],"[0.4188831737696914,227.0]"
F,210000.0,2013-12-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[210000.0],[-0.024472380152484742],"[-0.024472380152484742,0.0]"
F,518000.0,2013-05-24,N,WOODFORD GREEN,uk_property_full.csv,2013,,3.0,406.0,Premium,[518000.0],[0.2894437361878147],"[0.2894437361878147,406.0]"
F,250000.0,2013-11-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,0.0]"
T,628000.0,2013-10-31,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[628000.0],[0.40155663488077875],"[0.40155663488077875,0.0]"
F,600000.0,2013-09-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[600000.0],[0.3730188061225697],"[0.3730188061225697,0.0]"
F,215000.0,2013-12-13,N,SURBITON,uk_property_full.csv,2013,,3.0,223.0,Standard,[215000.0],[-0.01937633930280456],"[-0.01937633930280456,223.0]"
F,440000.0,2013-08-21,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[440000.0],[0.2099454989328038],"[0.2099454989328038,0.0]"
S,362500.0,2013-11-04,N,PINNER,uk_property_full.csv,2013,Semi-Detached,1.0,351.0,Standard,[362500.0],[0.13095686576276092],"[0.13095686576276092,351.0]"
F,243000.0,2013-02-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[243000.0],[0.00916148945540448],"[0.00916148945540448,0.0]"
F,132000.0,2013-03-28,N,CROYDON,uk_property_full.csv,2013,,3.0,75.0,Budget,[132000.0],[-0.10397061740749564],"[-0.10397061740749564,75.0]"
F,360000.0,2013-09-09,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[360000.0],[0.12840884533792082],"[0.12840884533792082,0.0]"
S,295000.0,2013-11-29,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Standard,[295000.0],[0.062160314292078404],"[0.062160314292078404,0.0]"
T,500000.0,2013-09-06,N,SURBITON,uk_property_full.csv,2013,Terraced,0.0,223.0,Premium,[500000.0],[0.27109798912896604],"[0.27109798912896604,223.0]"
F,237500.0,2013-09-25,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[237500.0],[0.003555844520756276],"[0.003555844520756276,0.0]"
D,625000.0,2013-09-11,N,SOUTH CROYDON,uk_property_full.csv,2013,Detached,2.0,273.0,Premium,[625000.0],[0.3984990103709707],"[0.3984990103709707,273.0]"
S,805000.0,2013-02-22,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[805000.0],[0.5819564809594573],"[0.5819564809594573,0.0]"
F,250000.0,2013-08-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,0.0]"
T,185000.0,2013-12-06,N,DAGENHAM,uk_property_full.csv,2013,Terraced,0.0,164.0,Standard,[185000.0],[-0.049952584400885666],"[-0.049952584400885666,164.0]"
D,1280000.0,2013-07-19,N,LONDON,uk_property_full.csv,2013,Detached,2.0,0.0,Premium,[1280000.0],[1.066080361679075],"[1.066080361679075,0.0]"
F,208000.0,2013-11-01,Y,BRENTFORD,uk_property_full.csv,2013,,3.0,595.0,Standard,[208000.0],[-0.026510796492356818],"[-0.026510796492356818,595.0]"
F,1375000.0,2013-02-21,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[1375000.0],[1.1629051378229984],"[1.1629051378229984,0.0]"
F,340000.0,2013-03-01,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[340000.0],[0.10802468193920008],"[0.10802468193920008,0.0]"
F,250000.0,2013-12-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,0.0]"
F,204000.0,2013-11-26,Y,DAGENHAM,uk_property_full.csv,2013,,3.0,164.0,Standard,[204000.0],[-0.030587629172100967],"[-0.030587629172100967,164.0]"
F,108000.0,2013-05-20,N,ROMFORD,uk_property_full.csv,2013,,3.0,66.0,Budget,[108000.0],[-0.12843161348596052],"[-0.12843161348596052,66.0]"
T,290000.0,2013-07-22,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[290000.0],[0.05706427344239822],"[0.05706427344239822,0.0]"
F,217500.0,2013-12-17,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[217500.0],[-0.016828318877964463],"[-0.016828318877964463,0.0]"
F,212000.0,2013-07-26,N,SUTTON,uk_property_full.csv,2013,,3.0,127.0,Standard,[212000.0],[-0.02243396381261267],"[-0.02243396381261267,127.0]"
F,465000.0,2013-11-11,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[465000.0],[0.2354257031812047],"[0.2354257031812047,0.0]"
F,310101.0,2013-03-25,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[310101.0],[0.07755137686628251],"[0.07755137686628251,0.0]"
T,860000.0,2013-04-05,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[860000.0],[0.6380129303059394],"[0.6380129303059394,0.0]"
F,207000.0,2013-11-01,N,TEDDINGTON,uk_property_full.csv,2013,,3.0,451.0,Standard,[207000.0],[-0.027530004662292853],"[-0.027530004662292853,451.0]"
F,437500.0,2013-11-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[437500.0],[0.2073974785079637],"[0.2073974785079637,0.0]"
T,257000.0,2013-11-26,N,ROMFORD,uk_property_full.csv,2013,Terraced,0.0,66.0,Standard,[257000.0],[0.023430403834509],"[0.023430403834509,66.0]"
T,675000.0,2013-12-18,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[675000.0],[0.4494594188677725],"[0.4494594188677725,0.0]"
F,230000.0,2013-03-21,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[230000.0],[-0.004088216753764002],"[-0.004088216753764002,0.0]"
T,670000.0,2013-04-25,Y,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[670000.0],[0.44436337801809234],"[0.44436337801809234,0.0]"
F,565000.0,2013-11-11,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[565000.0],[0.33734652017480843],"[0.33734652017480843,0.0]"
F,270000.0,2013-06-05,Y,HAYES,uk_property_full.csv,2013,,3.0,214.0,Standard,[270000.0],[0.03668011004367748],"[0.03668011004367748,214.0]"
F,371000.0,2013-07-26,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[371000.0],[0.13962013520721722],"[0.13962013520721722,0.0]"
F,207500.0,2013-11-22,N,WEMBLEY,uk_property_full.csv,2013,,3.0,240.0,Standard,[207500.0],[-0.027020400577324837],"[-0.027020400577324837,240.0]"
T,335000.0,2013-06-07,N,ILFORD,uk_property_full.csv,2013,Terraced,0.0,81.0,Standard,[335000.0],[0.10292864108951989],"[0.10292864108951989,81.0]"
T,198000.0,2013-07-12,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[198000.0],[-0.036702878191717185],"[-0.036702878191717185,0.0]"
S,465000.0,2013-07-12,N,BROMLEY,uk_property_full.csv,2013,Semi-Detached,1.0,108.0,Premium,[465000.0],[0.2354257031812047],"[0.2354257031812047,108.0]"
T,1395000.0,2013-05-08,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[1395000.0],[1.1832893012217192],"[1.1832893012217192,0.0]"
F,440000.0,2013-07-31,N,WOODFORD GREEN,uk_property_full.csv,2013,,3.0,406.0,Standard,[440000.0],[0.2099454989328038],"[0.2099454989328038,406.0]"
F,210000.0,2013-08-19,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[210000.0],[-0.024472380152484742],"[-0.024472380152484742,0.0]"
S,385000.0,2013-09-20,N,STANMORE,uk_property_full.csv,2013,Semi-Detached,1.0,500.0,Standard,[385000.0],[0.15388904958632174],"[0.15388904958632174,500.0]"
F,165000.0,2013-09-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[165000.0],[-0.07033674779960641],"[-0.07033674779960641,0.0]"
D,280000.0,2013-05-10,N,WESTERHAM,uk_property_full.csv,2013,Detached,2.0,631.0,Standard,[280000.0],[0.046872191743037854],"[0.046872191743037854,631.0]"
S,490000.0,2013-07-01,N,TWICKENHAM,uk_property_full.csv,2013,Semi-Detached,1.0,202.0,Premium,[490000.0],[0.2609059074296056],"[0.2609059074296056,202.0]"
F,179950.0,2013-09-13,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[179950.0],[-0.05509958565906266],"[-0.05509958565906266,0.0]"
S,2175000.0,2013-10-01,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[2175000.0],[1.978271673771828],"[1.978271673771828,0.0]"
F,612228.0,2013-09-02,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[612228.0],[0.3854816836245476],"[0.3854816836245476,0.0]"
F,337000.0,2013-11-08,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[337000.0],[0.10496705742939197],"[0.10496705742939197,0.0]"
F,314000.0,2013-10-02,N,HARROW,uk_property_full.csv,2013,,3.0,94.0,Standard,[314000.0],[0.08152526952086311],"[0.08152526952086311,94.0]"
S,314000.0,2013-03-18,N,BECKENHAM,uk_property_full.csv,2013,Semi-Detached,1.0,230.0,Standard,[314000.0],[0.08152526952086311],"[0.08152526952086311,230.0]"
F,570000.0,2013-10-16,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[570000.0],[0.3424425610244886],"[0.3424425610244886,0.0]"
S,905000.0,2013-04-05,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[905000.0],[0.6838772979530611],"[0.6838772979530611,0.0]"
F,400000.0,2013-08-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[400000.0],[0.1691771721353623],"[0.1691771721353623,0.0]"
S,1130000.0,2013-10-31,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[1130000.0],[0.9131991361886694],"[0.9131991361886694,0.0]"
S,599000.0,2013-11-15,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[599000.0],[0.3719995979526337],"[0.3719995979526337,0.0]"
T,450000.0,2013-11-08,N,WALLINGTON,uk_property_full.csv,2013,Terraced,0.0,363.0,Premium,[450000.0],[0.22013758063216415],"[0.22013758063216415,363.0]"
F,372500.0,2013-11-15,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[372500.0],[0.14114894746212128],"[0.14114894746212128,0.0]"
T,216500.0,2013-10-17,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[216500.0],[-0.0178475270479005],"[-0.0178475270479005,0.0]"
T,580000.0,2013-03-28,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[580000.0],[0.352634642723849],"[0.352634642723849,0.0]"
S,250000.0,2013-09-13,N,HORNCHURCH,uk_property_full.csv,2013,Semi-Detached,1.0,221.0,Standard,[250000.0],[0.01629594664495674],"[0.01629594664495674,221.0]"
F,135000.0,2013-01-14,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Budget,[135000.0],[-0.10091299289768753],"[-0.10091299289768753,0.0]"
F,185000.0,2013-07-05,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[185000.0],[-0.049952584400885666],"[-0.049952584400885666,0.0]"
S,275000.0,2013-04-16,N,HAYES,uk_property_full.csv,2013,Semi-Detached,1.0,214.0,Standard,[275000.0],[0.041776150893357664],"[0.041776150893357664,214.0]"
F,287500.0,2013-02-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[287500.0],[0.05451625301755813],"[0.05451625301755813,0.0]"
T,406100.0,2013-11-14,N,TWICKENHAM,uk_property_full.csv,2013,Terraced,0.0,202.0,Standard,[406100.0],[0.17539434197197212],"[0.17539434197197212,202.0]"
F,350000.0,2013-07-22,Y,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[350000.0],[0.11821676363856044],"[0.11821676363856044,0.0]"
F,600000.0,2013-07-01,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[600000.0],[0.3730188061225697],"[0.3730188061225697,0.0]"
F,262500.0,2013-06-20,Y,BRENTFORD,uk_property_full.csv,2013,,3.0,595.0,Standard,[262500.0],[0.0290360487691572],"[0.0290360487691572,595.0]"
S,700000.0,2013-08-01,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[700000.0],[0.47493962311617344],"[0.47493962311617344,0.0]"
F,430000.0,2013-05-30,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[430000.0],[0.19975341723344342],"[0.19975341723344342,0.0]"
F,317500.0,2013-06-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[317500.0],[0.08509249811563924],"[0.08509249811563924,0.0]"
F,152000.0,2013-08-29,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[152000.0],[-0.08358645400877489],"[-0.08358645400877489,0.0]"
S,309995.0,2013-05-24,Y,HAYES,uk_property_full.csv,2013,Semi-Detached,1.0,214.0,Standard,[309995.0],[0.07744334080026928],"[0.07744334080026928,214.0]"
F,575000.0,2013-04-25,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[575000.0],[0.3475386018741688],"[0.3475386018741688,0.0]"
F,420000.0,2013-11-29,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[420000.0],[0.18956133553408305],"[0.18956133553408305,0.0]"
T,210000.0,2013-01-10,N,HAYES,uk_property_full.csv,2013,Terraced,0.0,214.0,Standard,[210000.0],[-0.024472380152484742],"[-0.024472380152484742,214.0]"
D,2650000.0,2013-08-14,N,LONDON,uk_property_full.csv,2013,Detached,2.0,0.0,Premium,[2650000.0],[2.462395554491446],"[2.462395554491446,0.0]"
S,390000.0,2013-12-06,N,RUISLIP,uk_property_full.csv,2013,Semi-Detached,1.0,288.0,Standard,[390000.0],[0.15898509043600192],"[0.15898509043600192,288.0]"
T,485250.0,2013-02-12,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[485250.0],[0.25606466862240945],"[0.25606466862240945,0.0]"
F,281000.0,2013-10-25,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[281000.0],[0.047891399912973885],"[0.047891399912973885,0.0]"
F,175000.0,2013-07-02,N,SUTTON,uk_property_full.csv,2013,,3.0,127.0,Standard,[175000.0],[-0.06014466610024604],"[-0.06014466610024604,127.0]"
F,299950.0,2013-03-15,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[299950.0],[0.06720539473326179],"[0.06720539473326179,0.0]"
F,415000.0,2013-08-29,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[415000.0],[0.18446529468440284],"[0.18446529468440284,0.0]"
F,228000.0,2013-07-05,N,WORCESTER PARK,uk_property_full.csv,2013,,3.0,464.0,Standard,[228000.0],[-0.006126633093636076],"[-0.006126633093636076,464.0]"
T,273000.0,2013-07-12,N,WEMBLEY,uk_property_full.csv,2013,Terraced,0.0,240.0,Standard,[273000.0],[0.039737734553485594],"[0.039737734553485594,240.0]"
T,1160000.0,2013-05-03,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[1160000.0],[0.9437753812867505],"[0.9437753812867505,0.0]"
T,645000.0,2013-04-12,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[645000.0],[0.4188831737696914],"[0.4188831737696914,0.0]"
F,245000.0,2013-06-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[245000.0],[0.011199905795276554],"[0.011199905795276554,0.0]"
T,637000.0,2013-09-06,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[637000.0],[0.4107295084102031],"[0.4107295084102031,0.0]"
F,550000.0,2013-04-19,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[550000.0],[0.3220583976257679],"[0.3220583976257679,0.0]"
T,545000.0,2013-08-06,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[545000.0],[0.3169623567760877],"[0.3169623567760877,0.0]"
F,650000.0,2013-06-28,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[650000.0],[0.4239792146193716],"[0.4239792146193716,0.0]"
F,205000.0,2013-12-06,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[205000.0],[-0.02956842100216493],"[-0.02956842100216493,0.0]"
S,555000.0,2013-02-21,N,LONDON,uk_property_full.csv,2013,Semi-Detached,1.0,0.0,Premium,[555000.0],[0.32715443847544806],"[0.32715443847544806,0.0]"
T,430000.0,2013-01-28,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[430000.0],[0.19975341723344342],"[0.19975341723344342,0.0]"
F,185000.0,2013-05-31,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[185000.0],[-0.049952584400885666],"[-0.049952584400885666,0.0]"
T,925000.0,2013-08-16,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Premium,[925000.0],[0.7042614613517818],"[0.7042614613517818,0.0]"
F,290000.0,2013-09-06,N,STANMORE,uk_property_full.csv,2013,,3.0,500.0,Standard,[290000.0],[0.05706427344239822],"[0.05706427344239822,500.0]"
T,225000.0,2013-07-12,N,ROMFORD,uk_property_full.csv,2013,Terraced,0.0,66.0,Standard,[225000.0],[-0.009184257603444186],"[-0.009184257603444186,66.0]"
D,351500.0,2013-07-17,N,RUISLIP,uk_property_full.csv,2013,Detached,2.0,288.0,Standard,[351500.0],[0.1197455758934645],"[0.1197455758934645,288.0]"
F,380135.0,2013-11-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[380135.0],[0.14893060183958293],"[0.14893060183958293,0.0]"
F,478000.0,2013-04-12,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[478000.0],[0.2486754093903732],"[0.2486754093903732,0.0]"
T,390000.0,2013-05-31,N,LONDON,uk_property_full.csv,2013,Terraced,0.0,0.0,Standard,[390000.0],[0.15898509043600192],"[0.15898509043600192,0.0]"
T,230000.0,2013-03-11,N,MITCHAM,uk_property_full.csv,2013,Terraced,0.0,311.0,Standard,[230000.0],[-0.004088216753764002],"[-0.004088216753764002,311.0]"
T,170000.0,2013-09-30,N,DAGENHAM,uk_property_full.csv,2013,Terraced,0.0,164.0,Standard,[170000.0],[-0.06524070694992623],"[-0.06524070694992623,164.0]"
F,500000.0,2013-09-20,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Premium,[500000.0],[0.27109798912896604],"[0.27109798912896604,0.0]"
F,386000.0,2013-01-29,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[386000.0],[0.15490825775625777],"[0.15490825775625777,0.0]"
F,178000.0,2013-08-08,N,LONDON,uk_property_full.csv,2013,,3.0,0.0,Standard,[178000.0],[-0.057087041590437926],"[-0.057087041590437926,0.0]"
T,264995.0,2013-07-05,N,ORPINGTON,uk_property_full.csv,2013,Terraced,0.0,151.0,Standard,[264995.0],[0.031578973153147616],"[0.031578973153147616,151.0]"
